"code","campaign","no2","lat","lon"
"235182","facade",20.8,51.11125,2.6220689999999998
"235191","facade",26.0,51.1672,4.473549
"235206","facade",23.5,50.80018,3.24322
"235224","facade",30.9,51.205659999999995,3.229025
"235236","facade",19.8,50.97916,5.357488
"235248","facade",21.5,51.195479999999996,4.128521
"235254","facade",21.7,50.83602,4.084667
"235266","facade",18.1,51.11318,2.679781
"235272","facade",19.0,51.04936,4.607473000000001
"235281","facade",16.9,50.96926,3.998396
"235284","facade",22.6,51.0881,4.684585
"235293","facade",23.7,50.859790000000004,4.465884
"235311","facade",20.9,51.10041,5.762187
"235314","facade",48.6,50.8957301322384,4.4359531022526
"235338","facade",19.7,51.078720000000004,4.286778
"235344","facade",18.4,50.79167,4.498554
"235362","facade",25.2,50.84192,3.200352
"235377","facade",22.1,51.07251,3.433722
"235380","facade",23.9,51.13089,4.571604
"235395","facade",25.9,51.21902654426311,3.2415179534951495
"235398","facade",30.8,51.12113,4.413926
"235410","facade",32.9,51.124140000000004,4.549591
"235422","facade",15.5,50.83409,3.6946339999999998
"235425","facade",49.6,51.21026,4.4276
"235428","facade",35.8,51.0637,3.725839
"235434","facade",29.7,50.88399999999999,4.276503
"235446","facade",17.5,50.911,4.6991629999999995
"235449","facade",24.8,50.76214,3.8604839999999996
"235452","facade",23.4,51.327947628246,4.94639982166888
"235455","facade",40.2,51.20695,4.424957
"235461","facade",22.6,51.07082,4.486911
"235473","facade",17.6,51.10094,3.158634
"235476","facade",19.1,51.39658,4.471826999999999
"235488","facade",17.7,51.18979,5.528694000000001
"235491","facade",30.0,50.89266,4.441452
"235497","facade",53.5,50.74855,4.261762999999999
"235512","facade",26.8,50.865503919401704,4.62916476684937
"235518","facade",19.0,50.96365,4.896939
"235521","facade",14.6,50.87308,4.836055
"235530","facade",18.8,51.24228,4.505838
"235560","facade",20.9,50.84514,4.842816
"235572","facade",19.8,51.19833,4.536199
"235578","facade",19.9,51.02756,3.6396010000000003
"235581","facade",47.0,51.21566,4.425775
"235587","facade",24.0,51.25318,4.089230000000001
"235593","facade",16.5,50.78265,5.266131
"235602","facade",27.8,51.170630770541,4.442319742627889
"235608","facade",42.3,51.1916,4.397051
"235614","facade",23.8,51.31045,3.145914
"235623","facade",23.8,50.862809999999996,4.503482
"235638","facade",21.0,50.93054,5.730907
"235641","facade",27.7,51.211209999999994,4.5957230000000004
"235653","facade",15.1,50.77041,3.8384169999999997
"235665","facade",27.1,51.16478,4.42205
"235671","facade",18.1,50.97183,4.58188
"235674","facade",19.4,51.241820000000004,4.894767
"235680","facade",21.3,51.07611,4.521039
"235689","facade",18.0,50.98995,5.2751
"235704","facade",34.7,51.21293,4.418728
"235716","facade",19.0,51.3041289238482,4.85732845808717
"235719","facade",28.7,51.15194,4.1483360000000005
"235722","facade",19.2,51.071090000000005,3.526253
"235731","facade",21.4,50.999970000000005,3.948408
"235734","facade",19.6,51.4005,4.752426
"235737","facade",20.6,50.957570000000004,4.024769
"235740","facade",25.6,51.25144,4.485725
"235749","facade",23.0,51.14646,4.1183309999999995
"235752","facade",22.4,51.049820000000004,4.775164
"235761","facade",19.1,51.00465,3.650353
"235764","facade",31.6,51.221628010699504,4.40758466617912
"235785","facade",16.9,50.82027,3.970767
"235788","facade",20.9,50.94307,3.536255
"235794","facade",22.2,51.07853,3.8888879999999997
"235797","facade",25.1,50.95479,3.979935
"235800","facade",25.6,51.11705,4.143318
"235809","facade",18.5,50.96925,5.1365099999999995
"235818","facade",19.5,51.271840000000005,4.874701
"235827","facade",21.2,50.97173,4.472277
"235836","facade",27.9,50.961940000000006,4.603199
"235842","facade",24.1,50.92366,3.9875480000000003
"235845","facade",25.7,50.94421,5.681565
"235848","facade",21.2,51.19502,4.519798000000001
"235851","facade",20.6,50.96609,3.116987
"235857","facade",20.4,51.08551,4.649627
"235860","facade",17.5,50.91863,3.678218
"235866","facade",22.1,50.78941,3.125459
"235869","facade",16.2,51.160269687269,4.081903814212669
"235872","facade",16.1,51.19566,5.028166000000001
"235875","facade",21.8,50.91724,4.415579
"235887","facade",26.5,50.86741,4.159745
"235902","facade",23.2,50.897079999999995,4.2774
"235917","facade",16.1,50.95063,3.8250290000000002
"235920","facade",20.0,51.357440000000004,4.682153
"235923","facade",16.7,50.84865,2.712614
"235929","facade",19.8,50.83931,5.517530000000001
"235932","facade",21.1,51.08068,3.781133
"235944","facade",21.8,51.18716,3.570878
"235947","facade",14.9,50.99575,5.1097589999999995
"235953","facade",20.1,51.0479,4.035111
"235974","facade",17.7,51.09799,4.902006
"235977","facade",15.9,51.21678,4.910981
"235989","facade",20.7,50.94608,4.33157
"235992","facade",18.5,50.92951,4.538079
"236007","facade",19.5,51.192029999999995,3.4171980000000004
"236010","facade",29.3,51.0787,4.040615
"236025","facade",34.5,51.22914,3.189715
"236037","facade",19.2,51.117509999999996,4.530144
"236040","facade",15.9,50.86898,5.453359
"236055","facade",17.2,51.04408,4.613148000000001
"236076","facade",29.5,51.19688,4.4161269999999995
"236091","facade",32.2,50.89265,4.718024
"236106","facade",14.9,50.895540000000004,5.025853
"236118","facade",28.4,51.03176,4.09209
"236130","facade",20.6,51.158429999999996,4.674442
"236139","facade",25.4,51.03613,3.696097
"236142","facade",18.7,50.98509,4.521141
"236148","facade",15.9,51.21553,3.282517
"236154","facade",18.1,51.23055,4.563206
"236175","facade",15.5,51.22745,4.843032
"236178","facade",16.9,50.82685,4.757718
"236184","facade",32.2,51.02339,3.6688330000000002
"236190","facade",25.9,51.17778,4.401671
"236199","facade",16.3,51.46907,4.798063
"236208","facade",26.4,50.886790000000005,4.541567
"236223","facade",24.4,51.17888,4.237438
"236229","facade",17.4,50.99321,5.405768
"236241","facade",21.2,51.34523,4.687947
"236253","facade",25.5,51.19797,3.201543
"236259","facade",19.4,51.102509999999995,3.467133
"236262","facade",16.6,50.731840000000005,4.106569
"236277","facade",42.0,51.347840000000005,4.762608
"236280","facade",20.5,50.99951,3.3189940000000004
"236283","facade",16.3,50.79698,4.556436
"236286","facade",15.7,51.0271,5.477321
"236292","facade",24.6,51.25375,4.486893
"236307","facade",23.3,50.74605,4.241887
"236322","facade",14.2,50.838029999999996,4.913862
"236334","facade",21.6,51.137240000000006,4.204297
"236340","facade",19.1,51.34006,4.7806690000000005
"236346","facade",19.6,50.8346853643081,4.76339110554263
"236352","facade",55.2,50.84507,4.277731
"236358","facade",21.8,51.0483030319337,3.71862514736169
"236367","facade",29.9,51.037,3.7459849999999997
"236373","facade",13.8,50.75773,3.835625
"236376","facade",40.6,50.929390000000005,3.962379
"236379","facade",14.1,50.77066,4.870391000000001
"236391","facade",17.6,51.17559,5.051734
"236394","facade",17.0,50.77613,5.135805
"236397","facade",37.2,51.1921,4.391625
"236415","facade",26.1,51.270579999999995,4.453914
"236430","facade",18.5,51.17454,4.9754059999999996
"236457","facade",19.8,50.802040000000005,3.2852980000000005
"236463","facade",23.7,50.9983010762362,3.80386604583839
"236472","facade",20.9,51.12919,4.175577
"236484","facade",22.4,51.34037,3.269398
"236496","facade",21.7,50.966640000000005,4.602633999999999
"236499","facade",22.0,51.0819508053595,3.70231022036798
"236505","facade",26.1,51.21342,4.248998
"236508","facade",18.8,50.96354,4.726217
"236520","facade",20.0,50.934039094003296,3.8627400908462994
"236523","facade",16.0,51.22953,4.902607
"236553","facade",23.3,50.74803,4.2691
"236559","facade",19.9,50.86953,5.6271379999999995
"236583","facade",14.4,50.76348,2.8942330000000003
"236592","facade",34.0,50.90309,4.314655
"236595","facade",20.9,50.94155,4.171286
"236601","facade",31.8,50.77774,3.040155
"236610","facade",33.6,51.035090000000004,3.7244099999999998
"236613","facade",19.8,51.1331,4.698076
"236640","facade",16.6,51.306329999999996,4.45539
"236649","facade",20.3,51.403490000000005,4.6508519999999995
"236652","facade",31.0,51.03952,3.749572
"236658","facade",25.0,51.0598927901706,3.6920580747729397
"236673","facade",20.4,50.82073,4.891888
"236676","facade",21.3,50.9272,5.434299
"236685","facade",19.9,50.8266248531438,3.5986683604559704
"236691","facade",19.2,50.871320000000004,4.184892
"236697","facade",15.1,51.009991696465704,4.6659045500594
"236703","facade",19.4,51.01011081121101,3.35984878127918
"236706","facade",16.5,51.276990000000005,4.662318
"236709","facade",16.3,51.306090000000005,4.9002550000000005
"236718","facade",21.7,51.16274,4.752546
"236730","facade",17.5,50.787,4.844161
"236733","facade",14.5,50.80571,4.659927
"236736","facade",20.7,50.80283,4.550254
"236739","facade",39.3,50.7976,3.114823
"236742","facade",37.8,51.10577,4.915614
"236748","facade",21.3,50.75569,5.083872
"236757","facade",24.6,51.0809,4.29896
"236760","facade",22.0,51.160260382287,4.46480780588405
"236775","facade",17.3,51.001999999999995,4.0133
"236787","facade",19.4,50.80154,3.096136
"236790","facade",19.3,50.80342,3.3386379999999996
"236793","facade",24.8,51.22768,4.256719
"236805","facade",26.4,50.875859999999996,4.71585
"236814","facade",16.8,50.9659,4.901722
"236826","facade",16.1,50.97903,3.8894230000000003
"236829","facade",21.9,51.107479999999995,3.697774
"236835","facade",14.5,50.74755,5.135822
"236850","facade",16.6,51.079390000000004,3.285793
"236856","facade",26.5,51.00043,4.58579
"236862","facade",21.5,51.00801,4.069382
"236877","facade",23.0,50.98832,3.6630199999999995
"236883","facade",18.2,50.85752,3.77664
"236910","facade",42.6,50.905640000000005,3.524925
"236913","facade",22.4,51.36186,4.701733
"236919","facade",23.4,51.20447,3.175456
"236943","facade",22.0,50.76591,3.264243
"236946","facade",34.8,51.19712,4.417184
"236964","facade",23.9,51.03114,4.52152
"236997","facade",15.9,50.95176,5.423161
"237009","facade",25.9,50.94171,4.01952
"237018","facade",23.4,51.20564,4.224880000000001
"237030","facade",23.2,51.15903,4.13499
"237033","facade",21.5,50.9276328041029,5.32642333088492
"237039","facade",28.0,51.13247,4.472504
"237042","facade",19.7,50.98623,4.834296
"237045","facade",24.1,51.20025,3.467196
"237057","facade",27.9,51.197829999999996,4.467679
"237066","facade",29.3,51.143679999999996,4.346985
"237084","facade",43.3,51.10607,3.987964
"237087","facade",31.7,50.98734,5.690105
"237099","facade",23.8,50.96015,4.49742
"237108","facade",16.0,51.29587,4.584986
"237114","facade",20.3,50.85957,3.294773
"237132","facade",23.6,51.15464,4.442238
"237141","facade",25.4,51.03038,3.7216129999999996
"237147","facade",17.4,50.95087,4.220368
"237150","facade",33.7,51.215540000000004,4.397744
"237162","facade",23.4,51.003409999999995,4.181094
"237165","facade",17.7,50.73968,3.9292269999999996
"237177","facade",21.8,51.2157,4.664045
"237180","facade",18.4,50.785790000000006,4.515116
"237186","facade",18.0,51.240840000000006,4.889886
"237189","facade",19.1,51.31082,4.738378
"237192","facade",16.5,50.81714,5.5356309999999995
"237225","facade",18.5,50.96723,4.0241430000000005
"237231","facade",38.7,51.20718,4.429002
"237234","facade",22.9,51.24058,3.5241160000000002
"237246","facade",19.5,50.9246,3.443483
"237252","facade",33.6,51.20582,4.454526
"237258","facade",15.6,50.90007,5.283917
"237270","facade",22.8,50.79663,4.547348
"237318","facade",23.1,50.99305,3.7417949999999998
"237321","facade",17.8,51.35347,4.51048
"237333","facade",16.2,50.76804,3.828739
"237336","facade",19.1,51.15363,4.686104
"237339","facade",24.5,51.3421,3.273635
"237345","facade",19.4,50.788940000000004,4.9373059999999995
"237372","facade",20.1,50.95751517213571,3.94294654514157
"237375","facade",25.0,50.98314,3.755861
"237378","facade",18.6,51.07785,4.059122
"237390","facade",32.5,51.18714,4.394839
"237396","facade",31.3,51.21082,4.245055000000001
"237399","facade",17.1,51.096000000000004,4.996968
"237408","facade",24.0,51.15667,4.986676999999999
"237411","facade",31.2,51.20486,3.2191669999999997
"237429","facade",17.0,51.06797,5.65624
"237438","facade",16.3,51.27455,4.6543849999999996
"237453","facade",35.7,50.88325,4.469148000000001
"237462","facade",18.9,50.85757,4.868072
"237465","facade",27.4,51.282740000000004,4.4185550000000005
"237471","facade",24.0,50.9624548574677,4.49768664192775
"237477","facade",21.0,50.909890000000004,3.719058
"237495","facade",19.9,50.949729999999995,5.309069
"237498","facade",16.7,50.84669,3.7483769999999996
"237501","facade",24.3,51.058479999999996,3.7164309999999996
"237513","facade",26.9,51.16117,4.13295
"237516","facade",18.5,51.32908,4.931771
"237522","facade",31.1,51.21714,3.203378
"237540","facade",30.6,50.94863,4.040576000000001
"237543","facade",17.6,50.9029,5.682214
"237546","facade",19.5,50.90656,3.3411779999999998
"237549","facade",18.6,50.87427,4.572697
"237558","facade",19.8,50.992470000000004,4.148255000000001
"237564","facade",21.2,51.214929999999995,3.7598260000000003
"237567","facade",26.4,50.74563,4.524363
"237576","facade",20.3,51.01693,4.063276
"237585","facade",18.4,50.916959999999996,5.352773
"237594","facade",19.6,51.302040000000005,4.4847980000000005
"237609","facade",14.5,51.00284,4.721858
"237615","facade",31.2,51.2748,4.456335
"237636","facade",37.3,51.028890000000004,2.8639580000000002
"237651","facade",35.3,51.01656,3.7071650000000003
"237654","facade",14.3,50.80485,3.958474
"237666","facade",19.1,51.076370000000004,4.127098999999999
"237669","facade",20.2,51.433820000000004,4.487954
"237672","facade",26.2,51.12305,4.344515
"237684","facade",30.2,51.18421,4.402340000000001
"237690","facade",12.7,51.02153,5.004892
"237696","facade",20.4,51.0987,4.526337
"237702","facade",18.1,50.77876,3.905421
"237708","facade",22.7,51.0680431235492,3.82023129654077
"237711","facade",22.0,50.895920000000004,4.767861
"237720","facade",16.8,50.8625589575037,4.704878830268299
"237723","facade",17.8,51.3165,5.066699
"237726","facade",22.3,50.90018,4.040223
"237732","facade",24.5,51.21053,2.87573
"237735","facade",21.2,51.06615,3.644892
"237747","facade",15.2,50.75351,3.913726
"237765","facade",25.8,51.09594,4.4317459999999995
"237768","facade",19.6,50.95275,4.420185
"237777","facade",20.2,51.10873,3.147236
"237792","facade",22.2,51.26352,3.155507
"237798","facade",41.8,50.94157,4.049054
"237801","facade",18.3,50.888220000000004,4.554805
"237819","facade",18.0,51.04,3.043385
"237822","facade",29.6,51.03472,3.7281449999999996
"237825","facade",15.9,51.19828,5.201407
"237828","facade",27.5,51.154920000000004,4.39441
"237843","facade",18.7,50.87518,5.32329
"237858","facade",24.1,51.17488,4.464757
"237861","facade",22.8,51.07067,3.7938989999999997
"237876","facade",36.5,51.19525,4.412196
"237888","facade",22.8,51.21053,4.603378
"237891","facade",21.6,50.82184,3.017852
"237903","facade",31.8,50.899390000000004,3.8370040000000003
"237912","facade",28.7,50.93362,4.327923999999999
"237915","facade",28.1,51.21536,4.24557
"237927","facade",33.5,51.4039,4.762487
"237942","facade",19.8,51.232079999999996,4.072558
"237948","facade",24.2,50.996320000000004,3.712307
"237957","facade",22.0,50.91749,4.323536
"237972","facade",17.2,51.10373,5.802878
"237984","facade",21.8,51.06626,4.494591000000001
"237987","facade",28.0,51.05893,3.746507
"237993","facade",22.2,51.208909999999996,3.07721
"238023","facade",15.6,50.91107,5.261597
"238032","facade",18.0,50.91,5.469314
"238059","facade",18.2,50.85523,2.741809
"238065","facade",14.5,50.728809999999996,5.062041000000001
"238089","facade",18.6,51.01833,3.879772
"238098","facade",28.2,51.1745,4.40522
"238104","facade",23.4,50.8053889217871,4.93298227811517
"238134","facade",17.9,50.81106,4.8346
"238137","facade",14.7,51.04148,5.345348
"238140","facade",21.0,50.97116,3.8171
"238149","facade",18.0,50.97545,4.573394
"238155","facade",16.7,50.8005,4.897487
"238158","facade",38.4,51.228559999999995,4.419423
"238161","facade",19.3,50.886959999999995,5.451008
"238164","facade",22.7,51.3486,4.324887
"238170","facade",22.3,50.990759999999995,4.134759
"238173","facade",17.3,51.02101,4.676743
"238179","facade",27.0,51.15467,2.9552680000000002
"238182","facade",22.7,51.12921,4.34283
"238185","facade",19.0,51.12378,3.2113389999999997
"238191","facade",15.9,50.87689,3.907147
"238200","facade",23.2,50.84475,4.021058
"238203","facade",20.6,50.90746,3.889592
"238218","facade",19.6,51.0699,3.669834
"238224","facade",34.6,50.96205,4.8374440000000005
"238227","facade",18.4,50.89671,4.531848
"238230","facade",20.7,50.90583,5.420042
"238236","facade",26.0,51.07994,4.326861
"238239","facade",18.4,51.09134,5.524993
"238248","facade",24.1,51.15974,4.447806
"238251","facade",24.2,51.02114,4.126311
"238260","facade",18.9,50.84429,3.4990940000000004
"238269","facade",17.3,51.39891,4.934851
"238272","facade",39.8,51.21115,4.397312
"238275","facade",20.6,50.827420000000004,3.2846050000000004
"238290","facade",19.7,51.099779999999996,3.170468
"238308","facade",23.3,50.88513,3.418621
"238323","facade",17.8,50.90282,4.871742
"238329","facade",16.0,51.48095,4.757829
"238335","facade",18.6,50.940259999999995,3.108028
"238338","facade",19.2,51.07755,4.193613
"238341","facade",18.5,51.023379999999996,4.535821
"238344","facade",20.1,51.418479999999995,5.015135
"238359","facade",18.0,50.9574,3.701664
"238374","facade",20.9,51.462270000000004,4.464384
"238380","facade",21.0,51.16748,4.945532
"238386","facade",18.6,50.9702,5.3527569999999995
"238389","facade",17.8,51.06503,3.56106
"238395","facade",18.2,50.760909999999996,3.4322769999999996
"238401","facade",17.3,50.89042,4.662423
"238419","facade",39.9,51.03536,4.482308
"238425","facade",19.1,51.1986,4.70858
"238431","facade",20.6,51.05803,4.041778
"238443","facade",17.6,50.74286,4.001506
"238449","facade",16.5,51.12017,5.648447
"238455","facade",20.8,50.79249,5.622249
"238461","facade",18.2,51.2943,4.484276
"238464","facade",23.0,51.126999999999995,4.33259
"238470","facade",24.3,50.8813,4.7107410000000005
"238482","facade",26.9,51.04315,4.4266239999999994
"238494","facade",19.5,50.9642,4.018612999999999
"238497","facade",25.2,50.80373,4.94004
"238503","facade",23.3,51.14823,4.344676
"238512","facade",25.4,51.18886,3.2130419999999997
"238518","facade",20.7,51.06893,4.146294999999999
"238530","facade",18.8,51.30675,4.452568
"238536","facade",34.4,50.93673,4.027722
"238542","facade",39.7,50.94037,4.042699
"238545","facade",23.8,51.07565,3.707213
"238548","facade",21.8,51.08652,3.43404
"238578","facade",22.9,50.94839,5.197866
"238599","facade",20.7,50.97805,3.546042
"238605","facade",22.3,51.13281,4.4770389999999995
"238611","facade",15.9,51.20122,3.3175800000000004
"238638","facade",20.8,50.80658,4.282113
"238644","facade",28.5,51.18095,4.437803
"238650","facade",36.5,51.39947,4.639694
"238659","facade",22.7,50.87099,4.14595
"238668","facade",21.2,50.79396,4.287215
"238671","facade",40.2,51.21354,4.4545
"238686","facade",20.3,50.8929,2.947076
"238692","facade",17.7,51.33289,4.950981
"238698","facade",29.5,51.163270000000004,4.1466389999999995
"238707","facade",16.8,51.39548,4.942819
"238713","facade",26.6,50.73124,4.242863
"238749","facade",38.8,51.19467,4.468349
"238752","facade",27.4,51.359190000000005,4.641736
"238761","facade",22.9,50.95603,3.085746
"238767","facade",19.0,50.922709999999995,3.3408160000000002
"238770","facade",36.5,51.17383,4.445526999999999
"238788","facade",15.6,50.96363,4.617122
"238806","facade",33.4,51.2241,4.330278
"238809","facade",17.1,51.14553,5.5534099999999995
"238812","facade",16.9,50.815529999999995,4.008122
"238827","facade",16.4,51.00817,4.208926
"238833","facade",22.0,51.13122266828589,3.33629879561807
"238845","facade",14.8,51.01743,5.110806
"238851","facade",20.2,50.92523,5.352614
"238854","facade",18.7,51.07377,4.602775
"238857","facade",33.6,51.08753,4.478462
"238872","facade",19.9,50.78265,5.465191
"238887","facade",21.5,51.3212,4.945437999999999
"238890","facade",40.2,51.25197,4.274176000000001
"238893","facade",23.2,51.01582,4.228466
"238908","facade",22.5,51.326609999999995,4.844685
"238926","facade",29.6,51.22382,4.252356
"238932","facade",15.4,50.8035,3.502729
"238935","facade",23.0,51.0428,3.6655889999999998
"238941","facade",27.0,50.88661,4.5397620000000005
"238953","facade",26.0,51.03111,4.473523
"238956","facade",20.2,50.852042392592104,4.60102759508572
"238965","facade",26.2,50.877359999999996,4.484069
"238971","facade",47.4,51.21431,4.4258370000000005
"238974","facade",18.4,50.95001,4.899893
"238983","facade",16.7,51.35028,4.447596
"239010","facade",24.7,51.11972,4.33456
"239016","facade",34.3,50.96115,4.226646
"239040","facade",21.2,50.87014,4.666362
"239043","facade",34.0,51.22395,4.321461
"239070","facade",26.1,50.81027,3.191614
"239073","facade",24.8,51.13606,4.167498999999999
"239091","facade",21.8,51.15347,4.474408
"239094","facade",28.4,51.2725,3.224198
"239109","facade",17.0,50.92214,4.312646
"239118","facade",20.8,51.3688,4.538942
"239127","facade",19.6,51.297340000000005,4.485988
"239133","facade",28.8,51.26015,4.549515
"239142","facade",18.1,50.99324,5.385932
"239145","facade",15.9,50.74776,5.443847
"239148","facade",19.3,50.93633,4.654532
"239151","facade",19.4,50.95129,4.051731
"239154","facade",29.7,51.20208,3.220071
"239163","facade",25.0,51.19294,3.200921
"239169","facade",19.2,51.1090914161218,4.92230478545255
"239175","facade",27.9,50.88321,4.719476
"239178","facade",26.9,51.01531,3.692881
"239187","facade",22.9,51.14833,4.351823
"239190","facade",24.1,51.0025,3.8938260000000002
"239193","facade",17.9,51.15255,4.636636
"239196","facade",20.3,51.41919,4.489436
"239202","facade",17.6,51.01712,3.9538019999999996
"239208","facade",19.5,51.01295,4.526693
"239220","facade",24.6,50.74948,4.271356
"239229","facade",23.4,51.23275,4.686204
"239241","facade",16.4,50.869609999999994,4.724208
"239268","facade",17.5,50.77388,4.509375
"239274","facade",33.5,51.084990000000005,5.213091
"239295","facade",15.7,51.312540000000006,4.461594
"239310","facade",39.0,51.21852,4.439212
"239334","facade",27.1,51.34695,3.277025
"239352","facade",21.6,50.95994,4.638192
"239361","facade",20.6,51.00205,5.195945
"239364","facade",31.5,51.0562334271213,3.79261668858894
"239367","facade",33.3,50.87663,4.690681
"239379","facade",27.6,51.1464,4.861786
"239388","facade",16.9,50.81304,5.0096419999999995
"239394","facade",28.3,51.105340000000005,4.328946
"239400","facade",23.2,51.22108,4.505016
"239412","facade",16.4,51.26774,5.389004
"239427","facade",16.7,50.83775,4.701715
"239430","facade",22.1,51.3282,4.373352
"239433","facade",32.3,50.84946,3.5984809999999996
"239439","facade",16.4,50.81085,5.6787160000000005
"239442","facade",22.7,50.89731,4.555362000000001
"239448","facade",17.7,51.02941,3.033166
"239460","facade",18.3,51.1895,4.0956339999999996
"239466","facade",23.2,51.16426,4.5134739999999995
"239472","facade",18.7,50.988170000000004,3.334389
"239481","facade",30.6,51.026740000000004,4.486084
"239490","facade",32.3,51.24801,4.45085
"239496","facade",15.6,50.7526,3.3714120000000003
"239511","facade",18.2,50.96115,5.188293
"239517","facade",17.8,50.828920000000004,3.681361
"239526","facade",15.9,50.875410142992294,4.9005231946728305
"239562","facade",19.0,50.90825,4.882798
"239565","facade",23.0,51.12885,4.573298
"239568","facade",25.1,50.940509999999996,4.017453
"239577","facade",18.3,51.17597,5.605395
"239580","facade",18.4,51.1882,3.585374
"239589","facade",23.6,51.22405,3.198546
"239610","facade",23.2,50.98187,4.541468
"239619","facade",24.7,51.14883,4.343984
"239622","facade",23.3,51.19317,3.8164569999999998
"239628","facade",23.5,50.9456,3.8082290000000003
"239634","facade",36.6,51.19631,4.489633
"239643","facade",50.4,51.02213,4.487075
"239670","facade",37.7,51.03134,4.483682
"239673","facade",17.2,50.80227,3.414997
"239679","facade",20.0,51.02413,3.373183
"239685","facade",18.5,50.98708,3.649197
"239688","facade",23.2,51.14799,4.300590000000001
"239691","facade",20.9,51.3476,4.322563
"239694","facade",38.5,51.199709999999996,4.419521
"239703","facade",17.9,51.05697,5.079724
"239715","facade",31.9,50.99222,4.705577
"239727","facade",25.2,50.89151,3.4219839999999997
"239733","facade",20.1,51.1486,3.6528449999999997
"239739","facade",21.9,51.17133,4.4686650000000006
"239742","facade",42.4,51.226440861273005,4.41837901140318
"239760","facade",30.6,51.00031,3.7889120000000003
"239772","facade",20.6,51.076538521670706,4.66938483637354
"239787","facade",38.1,51.02633,4.473719
"239796","facade",20.6,50.981320000000004,3.7728580000000003
"239802","facade",17.7,50.9644,4.361358
"239823","facade",16.8,50.82819,5.492963
"239826","facade",26.7,51.13601,4.136531
"239847","facade",27.2,51.16515,4.419474
"239865","facade",16.8,50.90299,4.219451
"239880","facade",18.3,50.796440000000004,3.3054330000000003
"239889","facade",24.2,50.953109999999995,3.8086349999999998
"239919","facade",26.8,50.86261,4.259633999999999
"239922","facade",39.7,51.30955,4.949065
"239928","facade",13.8,50.803979999999996,4.642322
"239934","facade",37.0,51.037859999999995,4.1611199999999995
"239940","facade",21.0,51.41984,4.4637720000000005
"239943","facade",16.3,50.70551,4.067141
"239955","facade",29.0,51.19702,4.492019
"239970","facade",35.1,51.21993,4.428948999999999
"239988","facade",24.4,51.26415,4.466844
"239994","facade",35.1,51.15616,4.480592
"239997","facade",23.5,51.265570000000004,3.019192
"240000","facade",20.5,50.81945,4.5118279999999995
"240003","facade",16.6,50.79337,3.8616410000000005
"240012","facade",21.0,51.008570943749895,4.50666359232058
"240015","facade",25.1,50.92864,5.354474
"240030","facade",28.5,51.01907,5.388195
"240033","facade",16.1,50.784279999999995,4.828023
"240036","facade",26.6,51.03172,4.478685
"240054","facade",29.8,51.33205,4.362138
"240057","facade",15.0,51.03015,5.546473000000001
"240072","facade",24.5,51.1239,3.0316959999999997
"240075","facade",19.6,50.90442,4.699546
"240078","facade",16.3,50.941959999999995,5.133965
"240093","facade",20.3,50.94288,4.77645
"240102","facade",19.6,51.10192,4.505982
"240108","facade",20.7,50.9258,4.7110330000000005
"240111","facade",34.1,51.06521,4.028822
"240114","facade",29.6,50.79401,3.26306
"240120","facade",27.7,51.0117,3.780225
"240123","facade",17.0,51.02052,4.55999
"240147","facade",29.4,50.84043,4.2789019999999995
"240153","facade",20.8,50.901109999999996,3.1444349999999996
"240162","facade",32.4,51.1668,4.990811
"240168","facade",17.1,51.37663,4.482651000000001
"240174","facade",34.2,51.18188,4.361395
"240177","facade",20.4,50.890387853393,3.4100350799974604
"240180","facade",17.7,51.24387,4.611937999999999
"240192","facade",17.8,50.94713,4.060845
"240195","facade",19.4,50.88122,4.5106910000000005
"240198","facade",30.8,51.208250994593804,3.2338193583666497
"240201","facade",28.5,50.88837,3.4291129999999996
"240207","facade",18.8,51.25662,5.010786
"240210","facade",25.9,50.9289,5.3410150000000005
"240222","facade",23.4,51.131820000000005,4.225968
"240249","facade",24.9,51.04855,3.6578269999999997
"240255","facade",29.7,50.854409999999994,4.267231
"240273","facade",19.9,51.06228,4.643364
"240279","facade",20.8,51.09798,3.785085
"240306","facade",24.3,51.03021,3.718116
"240315","facade",16.0,51.25792,5.480372
"240327","facade",19.0,50.77604,3.3049510000000004
"240342","facade",16.6,50.79421,3.582786
"240345","facade",41.2,51.195240000000005,3.632876
"240363","facade",27.6,51.22653,4.280824
"240369","facade",21.5,50.96698,5.679483
"240378","facade",23.8,51.08827,3.8472440000000003
"240381","facade",24.3,50.776604334252795,3.2756106822648
"240387","facade",23.2,50.765879999999996,4.329006
"240399","facade",18.9,51.119609999999994,3.565861
"240402","facade",21.2,51.2169,2.896162
"240405","facade",32.7,50.89141,4.791901999999999
"240408","facade",14.2,51.16472,5.075334
"240426","facade",19.8,50.96902,4.450916
"240429","facade",26.5,50.93873,5.298304
"240435","facade",22.1,51.12396,4.1866389999999996
"240441","facade",18.0,50.77037,4.3321629999999995
"240447","facade",20.2,50.98574,3.9784050000000004
"240453","facade",23.8,50.823859999999996,3.293113
"240456","facade",23.0,51.18738,4.571514
"240459","facade",17.7,50.9561,2.848309
"240468","facade",19.5,50.849090000000004,2.913354
"240483","facade",18.5,51.06302,4.242821
"240489","facade",30.7,50.88622,3.43054
"240495","facade",16.6,51.09409,4.987494
"240501","facade",33.6,50.93006,4.4290389999999995
"240510","facade",21.7,50.94492,5.365385
"240522","facade",23.0,51.094809999999995,4.23391
